"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"3644","5.152506","fe80::6d1e:455c:4dff:6450","ff02::1:2","DHCPv6","196","Solicit XID: 0x8955ef CID: 0001000115e347f80023aeb45f2a ","-52 dBm"
"3645","5.160046","fe80::9182:881a:e135:e39d","ff02::1:2","DHCPv6","201","Solicit XID: 0x837082 CID: 000100011ae19ac1a02bb851bc97 ","-52 dBm"
"3646","5.167895","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2474, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-76 dBm"
"3647","5.167904","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=370, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-51 dBm"
"3648","5.167909","IntelCor_52:c8:d0","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=371, FN=0, Flags=.pm...F.C","-53 dBm"
"3649","5.167914","48:d7:05:6f:7b:52","IPv6mcast_00:00:00:02","802.11","134","Data, SN=372, FN=0, Flags=.pm...F.C","-52 dBm"
"3650","5.167918","0c:3e:9f:37:b7:e3","IPv6mcast_00:00:00:02","802.11","126","Data, SN=373, FN=0, Flags=.pm...F.C","-52 dBm"
"3651","5.167924","28:b2:bd:3c:32:cd","IPv6mcast_ff:1b:85:6b","802.11","150","Data, SN=374, FN=0, Flags=.pm...F.C","-53 dBm"
"3652","5.167930","HonHaiPr_93:00:f4","IPv6mcast_00:01:00:02","802.11","212","Data, SN=375, FN=0, Flags=.pm...F.C","-52 dBm"
"3653","5.167935","00:71:cc:10:41:d3","IPv6mcast_00:01:00:02","802.11","217","Data, SN=376, FN=0, Flags=.p....F.C","-52 dBm"
"3654","5.199144","::","ff02::1:ff25:d18a","ICMPv6","126","Neighbor Solicitation","-52 dBm"
"3655","5.222792","f4:0f:1b:7b:37:af","Broadcast","802.11","302","Beacon frame, SN=2475, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-76 dBm"
"3656","5.222802","f8:c2:88:df:55:bf","Broadcast","802.11","313","Beacon frame, SN=378, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-52 dBm"
"3657","5.222809","fe80::77:e98c:2568:5c12","ff02::1:ff1b:856b","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3658","5.222813","fe80::6d1e:455c:4dff:6450","ff02::1:2","DHCPv6","196","Solicit XID: 0x8955ef CID: 0001000115e347f80023aeb45f2a ","-76 dBm"
"3659","5.222818","fe80::9182:881a:e135:e39d","ff02::1:2","DHCPv6","201","Solicit XID: 0x837082 CID: 000100011ae19ac1a02bb851bc97 ","-77 dBm"
"3660","5.222825","::","ff02::1:ff25:d18a","ICMPv6","126","Neighbor Solicitation","-77 dBm"
"3661","5.222829","fe80::6d1e:455c:4dff:6450","ff02::1:2","DHCPv6","196","Solicit XID: 0x8955ef CID: 0001000115e347f80023aeb45f2a ","-51 dBm"
"3662","5.222835","fe80::9182:881a:e135:e39d","ff02::1:2","DHCPv6","201","Solicit XID: 0x837082 CID: 000100011ae19ac1a02bb851bc97 ","-52 dBm"
"3663","5.222839","::","ff02::1:ff25:d18a","ICMPv6","126","Neighbor Solicitation","-53 dBm"
"3664","5.222845","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3665","5.240396","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-57 dBm"
"3666","5.240404","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-70 dBm"
"3667","5.240410","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3668","5.247132","f4:0f:1b:7b:37:ad","Broadcast","802.11","297","Beacon frame, SN=2480, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-75 dBm"
"3669","5.247141","f8:c2:88:df:55:bd","Broadcast","802.11","297","Beacon frame, SN=383, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-53 dBm"
"3670","5.247147","fe80::6d1e:455c:4dff:6450","ff02::1:2","DHCPv6","196","Solicit XID: 0x8955ef CID: 0001000115e347f80023aeb45f2a ","-75 dBm"
"3671","5.247152","fe80::9182:881a:e135:e39d","ff02::1:2","DHCPv6","201","Solicit XID: 0x837082 CID: 000100011ae19ac1a02bb851bc97 ","-75 dBm"
"3672","5.247156","::","ff02::1:ff25:d18a","ICMPv6","126","Neighbor Solicitation","-75 dBm"
"3673","5.271482","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2484, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-76 dBm"
"3674","5.271501","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=384, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-52 dBm"
"3675","5.271510","Apple_41:02:ef","IPv6mcast_ff:25:d1:8a","802.11","142","Data, SN=385, FN=0, Flags=.p....F.C","-53 dBm"
"3676","5.289476","fe80::14a1:e521:3dc8:cc31","ff02::2","ICMPv6","118","Router Solicitation","-52 dBm"
"3677","5.316904","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-55 dBm"
"3678","5.317610","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3679","5.318753","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-57 dBm"
"3680","5.321136","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-57 dBm"
"3681","5.323092","fe80::b5d3:55af:a7cf:a0dd","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3682","5.323107","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-56 dBm"
"3683","5.323113","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-70 dBm"
"3684","5.323121","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3685","5.323365","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-58 dBm"
"3686","5.323373","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-69 dBm"
"3687","5.323380","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-69 dBm"
"3688","5.324565","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-57 dBm"
"3689","5.327051","f4:0f:1b:7b:37:af","Broadcast","802.11","302","Beacon frame, SN=2485, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-75 dBm"
"3690","5.327066","f8:c2:88:df:55:bf","Broadcast","802.11","313","Beacon frame, SN=388, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-53 dBm"
"3691","5.327074","fe80::14a1:e521:3dc8:cc31","ff02::2","ICMPv6","118","Router Solicitation","-52 dBm"
"3692","5.327081","fe80::b5d3:55af:a7cf:a0dd","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"3693","5.327091","fe80::b5d3:55af:a7cf:a0dd","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3694","5.344202","fe80::d222:beff:fead:b5a4","ff02::2","ICMPv6","118","Router Solicitation","-53 dBm"
"3695","5.347932","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-56 dBm"
"3696","5.347938","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-71 dBm"
"3697","5.347944","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3698","5.349589","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3699","5.351506","f4:0f:1b:7b:37:ad","Broadcast","802.11","297","Beacon frame, SN=2488, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-74 dBm"
"3700","5.351514","f8:c2:88:df:55:bd","Broadcast","802.11","297","Beacon frame, SN=392, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-53 dBm"
"3701","5.351518","fe80::14a1:e521:3dc8:cc31","ff02::2","ICMPv6","118","Router Solicitation","-74 dBm"
"3702","5.351522","fe80::b5d3:55af:a7cf:a0dd","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-74 dBm"
"3703","5.351526","fe80::d222:beff:fead:b5a4","ff02::2","ICMPv6","118","Router Solicitation","-73 dBm"
"3704","5.351862","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-56 dBm"
"3705","5.351867","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-71 dBm"
"3706","5.352101","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3707","5.352106","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-56 dBm"
"3708","5.352109","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-70 dBm"
"3709","5.352642","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3710","5.353577","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3711","5.369921","fe80::1851:362:c6f6:952e","ff02::2","ICMPv6","118","Router Solicitation","-53 dBm"
"3712","5.376387","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2492, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-74 dBm"
"3713","5.376397","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=394, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-53 dBm"
"3714","5.376404","Apple_1e:b4:10","IPv6mcast_00:00:00:02","802.11","134","Data, SN=395, FN=0, Flags=.pm...F.C","-52 dBm"
"3715","5.376409","HonHaiPr_6d:d3:d8","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=396, FN=0, Flags=.pm...F.C","-51 dBm"
"3716","5.376413","d0:22:be:ad:b5:a4","IPv6mcast_00:00:00:02","802.11","134","Data, SN=397, FN=0, Flags=.pm...F.C","-51 dBm"
"3717","5.376418","14:10:9f:c9:ef:6d","IPv6mcast_00:00:00:02","802.11","134","Data, SN=398, FN=0, Flags=.p....F.C","-52 dBm"
"3718","5.385441","::","ff02::1:ff1d:8ae2","ICMPv6","126","Neighbor Solicitation","-51 dBm"
"3719","5.391394","fe80::1c4b:d463:ef2a:bc17","ff02::1:ffb5:6f0a","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"3720","5.396140","fe80::5552:5f66:d217:5d40","ff02::1:ff20:36a","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3721","5.426951","fe80::4529:c117:c812:7c18","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3722","5.432075","f4:0f:1b:7b:37:af","Broadcast","802.11","302","Beacon frame, SN=2493, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-75 dBm"
"3723","5.432088","f8:c2:88:df:55:bf","Broadcast","802.11","313","Beacon frame, SN=403, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-53 dBm"
"3724","5.432095","fe80::d222:beff:fead:b5a4","ff02::2","ICMPv6","118","Router Solicitation","-53 dBm"
"3725","5.432103","fe80::d222:beff:fead:b5a4","ff02::2","ICMPv6","118","Router Solicitation","-75 dBm"
"3726","5.432110","fe80::1851:362:c6f6:952e","ff02::2","ICMPv6","118","Router Solicitation","-53 dBm"
"3727","5.432116","::","ff02::1:ff1d:8ae2","ICMPv6","126","Neighbor Solicitation","-75 dBm"
"3728","5.432121","::","ff02::1:ff1d:8ae2","ICMPv6","126","Neighbor Solicitation","-53 dBm"
"3729","5.432127","fe80::1c4b:d463:ef2a:bc17","ff02::1:ffb5:6f0a","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3730","5.432134","fe80::1c4b:d463:ef2a:bc17","ff02::1:ffb5:6f0a","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"3731","5.432142","fe80::5552:5f66:d217:5d40","ff02::1:ff20:36a","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3732","5.432150","fe80::5552:5f66:d217:5d40","ff02::1:ff20:36a","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"3733","5.432158","fe80::4529:c117:c812:7c18","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3734","5.432169","fe80::1c7e:96d6:8848:57b4","ff02::2","ICMPv6","118","Router Solicitation","-53 dBm"
"3735","5.432176","fe80::4529:c117:c812:7c18","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"3736","5.433305","","7c:d1:c3:8e:ff:c4 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"3737","5.433313","f4:0f:1b:7b:37:ad (TA)","7c:d1:c3:8e:ff:c4 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-78 dBm"
"3738","5.433319","7c:d1:c3:8e:ff:c4","f4:0f:1b:7b:37:ad","802.11","54","Null function (No data), SN=4087, FN=0, Flags=.......TC","-87 dBm"
"3739","5.433324","","7c:d1:c3:8e:ff:c4 (RA)","802.11","40","Acknowledgement, Flags=........C","-75 dBm"
"3740","5.434271","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-55 dBm"
"3741","5.434278","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-70 dBm"
"3742","5.434286","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3743","5.437422","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3744","5.452888","fe80::522e:5cff:fee8:2485","ff02::2","ICMPv6","110","Router Solicitation","-54 dBm"
"3745","5.456411","f4:0f:1b:7b:37:ad","Broadcast","802.11","297","Beacon frame, SN=2500, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-76 dBm"
"3746","5.456420","f8:c2:88:df:55:bd","Broadcast","802.11","297","Beacon frame, SN=412, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-53 dBm"
"3747","5.456425","fe80::1851:362:c6f6:952e","ff02::2","ICMPv6","118","Router Solicitation","-75 dBm"
"3748","5.456430","::","ff02::1:ff1d:8ae2","ICMPv6","126","Neighbor Solicitation","-75 dBm"
"3749","5.456436","fe80::1c4b:d463:ef2a:bc17","ff02::1:ffb5:6f0a","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"3750","5.456440","fe80::5552:5f66:d217:5d40","ff02::1:ff20:36a","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"3751","5.456446","fe80::4529:c117:c812:7c18","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"3752","5.456451","fe80::1c7e:96d6:8848:57b4","ff02::2","ICMPv6","118","Router Solicitation","-75 dBm"
"3753","5.456457","fe80::522e:5cff:fee8:2485","ff02::2","ICMPv6","110","Router Solicitation","-76 dBm"
"3754","5.481240","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2508, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-76 dBm"
"3755","5.481250","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=413, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-53 dBm"
"3756","5.481255","e0:f5:c6:90:a4:83","IPv6mcast_ff:1d:8a:e2","802.11","142","Data, SN=414, FN=0, Flags=.pm...F.C","-53 dBm"
"3757","5.481259","d4:f4:6f:ab:ae:3a","IPv6mcast_ff:b5:6f:0a","802.11","150","Data, SN=415, FN=0, Flags=.pm...F.C","-53 dBm"
"3758","5.481264","f4:b7:e2:7c:08:13","IPv6mcast_ff:20:03:6a","802.11","150","Data, SN=416, FN=0, Flags=.pm...F.C","-53 dBm"
"3759","5.481268","IntelCor_7a:fa:44","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=417, FN=0, Flags=.pm...F.C","-53 dBm"
"3760","5.481272","68:96:7b:c2:4b:37","IPv6mcast_00:00:00:02","802.11","134","Data, SN=418, FN=0, Flags=.pm...F.C","-53 dBm"
"3761","5.481275","50:2e:5c:e8:24:85","IPv6mcast_00:00:00:02","802.11","126","Data, SN=419, FN=0, Flags=.p....F.C","-53 dBm"
"3762","5.496296","fe80::44c:2df3:2bb3:5edf","ff02::2","ICMPv6","110","Router Solicitation","-53 dBm"
"3763","5.507289","::","ff02::1:ff78:d300","ICMPv6","126","Neighbor Solicitation","-53 dBm"
"3764","5.508250","fe80::bc12:bf72:c859:c86e","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3765","5.533468","Apple_d6:44:de","f8:c2:88:df:55:bf","802.11","54","Null function (No data), SN=264, FN=0, Flags=...P...TC","-62 dBm"
"3766","5.533476","","Apple_d6:44:de (RA)","802.11","40","Acknowledgement, Flags=........C","-53 dBm"
"3767","5.533480","fe80::1891:2da8:b36:487e","ff02::2","ICMPv6","110","Router Solicitation","-53 dBm"
"3768","5.536645","f4:0f:1b:7b:37:af","Broadcast","802.11","302","Beacon frame, SN=2509, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-76 dBm"
"3769","5.536660","f8:c2:88:df:55:bf","Broadcast","802.11","313","Beacon frame, SN=424, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-52 dBm"
"3770","5.536668","fe80::1c7e:96d6:8848:57b4","ff02::2","ICMPv6","118","Router Solicitation","-75 dBm"
"3771","5.536675","fe80::522e:5cff:fee8:2485","ff02::2","ICMPv6","110","Router Solicitation","-76 dBm"
"3772","5.536679","fe80::1c7e:96d6:8848:57b4","ff02::2","ICMPv6","118","Router Solicitation","-52 dBm"
"3773","5.536684","fe80::522e:5cff:fee8:2485","ff02::2","ICMPv6","110","Router Solicitation","-53 dBm"
"3774","5.536688","fe80::44c:2df3:2bb3:5edf","ff02::2","ICMPv6","110","Router Solicitation","-52 dBm"
"3775","5.536693","fe80::44c:2df3:2bb3:5edf","ff02::2","ICMPv6","110","Router Solicitation","-75 dBm"
"3776","5.536697","::","ff02::1:ff78:d300","ICMPv6","126","Neighbor Solicitation","-76 dBm"
"3777","5.536701","::","ff02::1:ff78:d300","ICMPv6","126","Neighbor Solicitation","-53 dBm"
"3778","5.536705","fe80::bc12:bf72:c859:c86e","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3779","5.536709","fe80::bc12:bf72:c859:c86e","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-77 dBm"
"3780","5.536714","fe80::1891:2da8:b36:487e","ff02::2","ICMPv6","110","Router Solicitation","-52 dBm"
"3781","5.536718","fe80::1891:2da8:b36:487e","ff02::2","ICMPv6","110","Router Solicitation","-76 dBm"
"3782","5.537716","30:3a:64:3d:24:a3","f8:c2:88:df:55:be","802.11","56","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC","-71 dBm"
"3783","5.537732","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-52 dBm"
"3784","5.560611","f4:0f:1b:7b:37:ad","Broadcast","802.11","297","Beacon frame, SN=2516, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-75 dBm"
"3785","5.560625","f8:c2:88:df:55:bd","Broadcast","802.11","297","Beacon frame, SN=431, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-51 dBm"
"3786","5.560635","fe80::44c:2df3:2bb3:5edf","ff02::2","ICMPv6","110","Router Solicitation","-75 dBm"
"3787","5.560642","::","ff02::1:ff78:d300","ICMPv6","126","Neighbor Solicitation","-75 dBm"
"3788","5.560648","fe80::bc12:bf72:c859:c86e","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"3789","5.560655","fe80::1891:2da8:b36:487e","ff02::2","ICMPv6","110","Router Solicitation","-75 dBm"
"3790","5.585391","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2521, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-75 dBm"
"3791","5.585399","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=432, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-51 dBm"
"3792","5.585403","8c:00:6d:31:2e:1a","IPv6mcast_00:00:00:02","802.11","126","Data, SN=433, FN=0, Flags=.pm...F.C","-52 dBm"
"3793","5.585407","2c:b4:3a:78:d3:00","IPv6mcast_ff:78:d3:00","802.11","142","Data, SN=434, FN=0, Flags=.pm...F.C","-53 dBm"
"3794","5.585411","LiteonTe_59:cf:fa","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=435, FN=0, Flags=.pm...F.C","-52 dBm"
"3795","5.585415","2c:be:08:07:ed:b1","IPv6mcast_00:00:00:02","802.11","126","Data, SN=436, FN=0, Flags=.p....F.C","-52 dBm"
"3796","5.599494","fe80::2eb4:3aff:fe78:d300","ff02::2","ICMPv6","110","Router Solicitation","-52 dBm"
"3797","5.623392","fe80::8a1:a512:f5f8:adeb","ff02::1:2","DHCPv6","162","Solicit XID: 0x481368 CID: 000100011a0ea8a3907240c70951 ","-53 dBm"
"3798","5.641040","f4:0f:1b:7b:37:af","Broadcast","802.11","302","Beacon frame, SN=2522, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-75 dBm"
"3799","5.641054","f8:c2:88:df:55:bf","Broadcast","802.11","305","Beacon frame, SN=439, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-52 dBm"
"3800","5.641060","fe80::2eb4:3aff:fe78:d300","ff02::2","ICMPv6","110","Router Solicitation","-53 dBm"
"3801","5.641065","fe80::2eb4:3aff:fe78:d300","ff02::2","ICMPv6","110","Router Solicitation","-75 dBm"
"3802","5.641069","fe80::8a1:a512:f5f8:adeb","ff02::1:2","DHCPv6","162","Solicit XID: 0x481368 CID: 000100011a0ea8a3907240c70951 ","-53 dBm"
"3803","5.641074","Apple_d6:44:de","f8:c2:88:df:55:bf","802.11","54","Null function (No data), SN=265, FN=0, Flags=....R..TC","-60 dBm"
"3804","5.641078","","Apple_d6:44:de (RA)","802.11","40","Acknowledgement, Flags=........C","-53 dBm"
"3805","5.641084","f8:c2:88:df:55:bf (TA)","Apple_d6:44:de (RA)","802.11","46","Request-to-send, Flags=........C","-55 dBm"
"3806","5.641088","","f8:c2:88:df:55:bf (RA)","802.11","40","Clear-to-send, Flags=........C","-64 dBm"
"3807","5.641092","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=........C","-65 dBm"
"3808","5.641095","Apple_d6:44:de (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=........C","-64 dBm"
"3809","5.641099","","Apple_d6:44:de (RA)","802.11","40","Clear-to-send, Flags=........C","-53 dBm"
"3810","5.641105","f8:c2:88:df:55:bf (TA)","Apple_d6:44:de (RA)","802.11","58","802.11 Block Ack, Flags=........C","-55 dBm"
"3811","5.657295","fe80::f8bb:939:8a67:22aa","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3812","5.664783","f4:0f:1b:7b:37:ad","Broadcast","802.11","297","Beacon frame, SN=2525, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-75 dBm"
"3813","5.664797","f8:c2:88:df:55:bd","Broadcast","802.11","297","Beacon frame, SN=443, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-52 dBm"
"3814","5.664802","2002:8099:b61f:c:c0e2:f849:de2:c36d","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"3815","5.664807","fe80::2eb4:3aff:fe78:d300","ff02::2","ICMPv6","110","Router Solicitation","-75 dBm"
"3816","5.664811","fe80::8a1:a512:f5f8:adeb","ff02::1:2","DHCPv6","162","Solicit XID: 0x481368 CID: 000100011a0ea8a3907240c70951 ","-75 dBm"
"3817","5.664816","fe80::f8bb:939:8a67:22aa","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"3818","5.667568","fe80::f8bb:939:8a67:22aa","ff02::1:2","DHCPv6","201","Solicit XID: 0x745dc7 CID: 000100011b50603c10c37badb5e1 ","-52 dBm"
"3819","5.682831","2002:8099:b61f:c:c057:c443:5f6:c874","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-53 dBm"
"3820","5.690145","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=2529, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-75 dBm"
"3821","5.690162","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=447, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-53 dBm"
"3822","5.690170","2c:b4:3a:78:d3:00","IPv6mcast_00:00:00:02","802.11","126","Data, SN=448, FN=0, Flags=.pm...F.C","-52 dBm"
"3823","5.690183","90:72:40:c7:09:51","IPv6mcast_00:01:00:02","802.11","178","Data, SN=449, FN=0, Flags=.pm...F.C","-52 dBm"
"3824","5.690195","54:35:30:d9:0a:c7","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=450, FN=0, Flags=.pm...F.C","-52 dBm"
"3825","5.690201","64:5a:04:bc:06:87","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=451, FN=0, Flags=.pm...F.C","-51 dBm"
"3826","5.690211","54:35:30:d9:0a:c7","IPv6mcast_00:01:00:02","802.11","217","Data, SN=452, FN=0, Flags=.pm...F.C","-51 dBm"
"3827","5.690219","HonHaiPr_8a:b2:fc","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=453, FN=0, Flags=.p....F.C","-53 dBm"
"3828","5.691031","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-56 dBm"
"3829","5.693294","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-59 dBm"
"3830","5.693305","","f8:c2:88:df:55:be (RA)","802.11","40","Clear-to-send, Flags=........C","-69 dBm"
"3831","5.693311","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-70 dBm"
"3832","5.693641","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","46","Request-to-send, Flags=........C","-55 dBm"
